name,property_type_name,district_name,bedroom_count,Billion VND,area
"SIÊU PHẨM TĐC NGỌC THỤY LONG BIÊN ĐƯỜNG 22M VỈA HÈ RỘNG GARA Ô TÔ THANG MÁY 56M 5 TẦNG MT5M GIÁ15,5",Nhà,Long Biên,3.0,15.5,56.0
"Quá rẻ! Chung cư 103 đường Nguyễn Khuyến, Văn Quán, DT 79m2 2 ngủ 2 wc, giá chỉ hơn 4 tỷ",Căn hộ chung cư,Thanh Trì,2.0,4.39,79.0
(Giá chuẩn) Quỹ căn bán 2-3PN Mỹ Đình Plaza | Giá chính chủ chỉ từ 5 tỷ - cập nhật hàng ngày.,Căn hộ chung cư,Nam Từ Liêm,2.0,4.8,70.0
"Bán nhà riêng tại Hoàng Liệt, 12,8 tỷ, 67 m2,hàng hiếm tại Hoàng Mai,Hà Nội,Ô tô tải đỗ cửa,vào nhà",Nhà,Hoàng Mai,3.0,12.8,67.0
"CẦN TIỀN BÁN GẤP NHÀ KIM NGƯU- HBT: 8,5 TỶ, 45MX5 TẦNG, THANG MÁY, NGÕ RỘNG, NÔNG, THÔNG (KHÔNG QH)",Nhà,Hai Bà Trưng,5.0,8.5,45.0
"Bán biệt thự 16PN, 10WC, 345m2 tại Âu Cơ, Nhật Tân, Tây Hồ, Hà Nội, giá siêu hời",Biệt thự/Nhà liền kề,Tây Hồ,16.0,135.0,345.0
"Siêu phẩm Xuân La - phân lô Vip - ô tô tránh - mặt tiền rộng, gần Hồ Tây, sát Vành Đai 3",Nhà,Tây Hồ,5.0,29.8,90.0
"Xuân Đỉnh 7 tầng thang máy 2 thoáng 40m2, MT 7.6m, chỉ 10.8 tỷ. TK: 7 tầng thang máy",Nhà,Bắc Từ Liêm,5.0,10.8,40.0
"Bán căn hộ chung cư ct1 bắc linh đàm, đại kim, hoàng mai 82m2 2pn2vs",Căn hộ chung cư,Hoàng Mai,2.0,5.08,82.1
"SIÊU PHẨM LÔ GÓC 2 MẶT THOÁNG FULL NỘI THẤT, PHONG CÁCH CHÂU ÂU - ĐẠI LA, HAI BÀ TRƯNG 60M²",Nhà,Hai Bà Trưng,4.0,11.528,60.0
Bán nhà phân lô - ôtô tránh - 2 thoáng - vỉa hè - gara ôtô - phố Mạc Thái Tổ - TT Cầu Giấy,Nhà,Cầu Giấy,4.0,34.6,68.0
"Cực phẩm Định Công - 34m2 x 5 tầng - lô góc 2 mặt thoáng, full nội thất gần ô tô hơn 7 tỷ",Nhà,Hoàng Mai,3.0,7.65,34.0
Bán nhà 55m2 xây 6 tầng thang máy khu tái định cư Thạch Bàn,Nhà,Long Biên,4.0,17.3,55.0
Bán gấp căn hộ chung cư cao cấp 20 Núi Trúc Kim Mã Ba Đình 116m2 12.3 tỷ,Căn hộ chung cư,Ba Đình,3.0,12.3,116.0
"Bán tòa CCMN - CHDV - Nguyễn Trãi - 90m2, 7 tầng - dòng tiền 120 triệu/tháng",Nhà,Thanh Xuân,16.0,25.0,90.0
"Chính chủ bán căn 2 ngủ 2wc 66m2, full nội thất, sẵn sổ đỏ. Giá 6 tỷ Gold Season Nguyễn Tuân",Căn hộ chung cư,Thanh Xuân,2.0,6.0,66.0
Chính chủ cần bán gấp căn duplex view đẹp nhất dự án Vinhomes west Point [phone_number],Căn hộ chung cư,Nam Từ Liêm,3.0,11.0,140.0
Ôi đẹp quá! Thụy Khuê mặt ngõ kinh doanh 6.1m mặt tiền ngõ thông ra phố,Nhà,Tây Hồ,4.0,9.8,36.0
nhỉnh 2.1 tỉ căn tầng thấp rộng 54m tại HH Linh Đàm-Hoàng Mai,Căn hộ chung cư,Hoàng Mai,3.0,2.18,54.0
Bán nhà phân lô 63m2 hai mặt tiền hơn 6m phạm văn đồng 5 tầng hiện đại giá chỉ 18 tỷ,Nhà,Bắc Từ Liêm,5.0,18.0,63.0
"Bán căn hộ 80m2 tại The Garden Hills, 6 tỷ VND, view đẹp, 2PN, 2WC, Trần Bình, Nam Từ Liêm",Căn hộ chung cư,Nam Từ Liêm,2.0,6.0,80.0
"Bán CC Đại Thanh, 2,8 tỷ, 66 m2, 2PN, 2WC, hàng hot - Nhận nhà vào ở luôn được. LH: [phone_number]",Căn hộ chung cư,Thanh Trì,2.0,2.8,66.0
"(Giá chuẩn) bán căn 2 ngủ 2WC 72m2, ban công Đông Nam, nhà đẹp, sổ đỏ. Giá 6,2 tỷ 90 Nguyễn Tuân",Căn hộ chung cư,Thanh Xuân,2.0,6.2,72.0
Phố nguyễn sơn- dân xây - lô góc- đủ công năng- gần ô tô - tiện ích bạt ngàn,Nhà,Long Biên,3.0,13.0,68.0
"Cam kết bán rẻ nhất tt 2pn + 1 Sola Park 2 hầm để xe 64m2, 4,5 tỷ tiến độ. [phone_number]",Căn hộ chung cư,Nam Từ Liêm,2.0,4.5,64.0
Bán nhà 4 Tầng DT 38 m.Lô góc. Đường ô tô. Thổ cư sổ đỏ. Xã La phù Hoài Đức HN.gần khu Đ.TH.L.TR.T,Nhà,Hoài Đức,5.0,5.0,38.0
Hàng hiếm tđc ngọc thụy phân lô ô tô tránh - gara 2 xe - nhà 5 tầng thang máy view hồ,Nhà,Long Biên,3.0,16.4,56.0
"Biêt thự huỳnh văn nghệ,sài đồng ,150m_mt9m, trước nhà 20m,ở sướng,chỉ 37 tỷ",Biệt thự/Nhà liền kề,Long Biên,4.0,37.0,150.0
"Bán nhà riêng 60m2, 15 tỷ, 5PN + 6WC tại Dương Quảng Hàm, Quan Hoa, Cầu Giấy, Hà Nội - Hot",Nhà,Cầu Giấy,5.0,15.0,60.0
"Nhanh nhanh! Lô góc Đội Cấn, ngõ thẳng thông, ô tô tránh, KD, thang máy to, sổ nở hậu, 43m2*7 tầng",Nhà,Ba Đình,4.0,9.1,43.0
Phương mai đống đa_ô tô dừng đỗ_7 tầng thang máy_thoáng_thông_full tiện ích,Nhà,Đống Đa,5.0,16.5,45.0
"Em Trang bán căn 59.8m2 trục hoa hậu view hồ Starlake, sổ đỏ lâu dài, giá siêu tốt",Căn hộ chung cư,Tây Hồ,2.0,6.56,59.8
"Bán căn hộ chung cư 72m2, 7,5 tỷ tại Ciputra, Phú Thượng, Tây Hồ, Hà Nội",Căn hộ chung cư,Tây Hồ,2.0,7.5,72.0
131tr/m2 giá cực kỳ hiếm cho vị trí này với đất Hà Nội bây giờ anh chị phải thật nhanh lắm bắt,Nhà,Thanh Trì,5.0,15.8,120.0
"Bán nhà cổ linh, long biên, 140m*7t, 85 tỷ. đón tương lai.",Nhà,Long Biên,4.0,85.0,140.0
Chỉ 7 tỷ mua ngay căn 3PN - 128m2 tại chung cư Essensia KĐT Bắc An Khánh,Căn hộ chung cư,Hoài Đức,3.0,7.0,128.0
Chủ nhà gửi bán Shophouse Sunshine city Ciputra lô góc 3 mặt tiền.,Shophouse,Bắc Từ Liêm,4.0,70.0,173.0
"Bán CC Mulberry Lane, 3,2 tỷ, 46m2, 1PN, pháp lý đầy đủ",Căn hộ chung cư,Hà Đông,1.0,3.2,46.0
"3N 102m2 Green Stars, tầng trung fill nội thất, view cực thoáng, giá 7,2 tỷ. LH: [phone_number]Hằng)",Căn hộ chung cư,Bắc Từ Liêm,3.0,7.2,102.0
"Nhà đẹp cần bán! PCC1 Nàng Hương - 583 Nguyễn Trãi 120m2, 3 ngủ, 2 vs nhỉnh 6 tỷ",Căn hộ chung cư,Hà Đông,3.0,6.15,120.0
"Hiếm - Nhà phân lô khu đô thị Định Công, 58m2 MT 4.3m, chủ cần bán gấp chỉ hơn 16 tỷ không có căn 2",Nhà,Hoàng Mai,3.0,16.4,58.0
"Bán căn hộ chung cư cao cấp Eco Green City, 4,95 tỷ, 67m2, 2PN, 2WC tại Nguyễn Xiển",Căn hộ chung cư,Thanh Trì,2.0,4.95,67.0
"Em cần bán căn hộ tại Nam Từ Liêm chung cư: The Garden Hill 99 Trần Bình, 2pn, 2vs",Căn hộ chung cư,Nam Từ Liêm,2.0,5.35,68.0
Chính chủ bán nhà Phúc Lợi - sát ô tô - full nội thất Long Biên,Nhà,Long Biên,3.0,5.3,37.0
"Căn hộ đẹp, chủ thiện chí HH2B Linh Đàm, 2PN 65.5m²",Căn hộ chung cư,Hoàng Mai,2.0,2.78,65.5
"Bán căn hộ cao cấp 144m2 The Nine, Số 9 Phạm Văn Đồng",Căn hộ chung cư,Cầu Giấy,3.0,13.1,144.0
"Đỉnh Nóc! Phân lô Huỳnh Thúc Kháng, ô tô tránh, ô tô vào nhà, nhà đẹp, full nội thất, kd siêu đỉnh.",Nhà,Đống Đa,5.0,22.1,67.0
"Bán căn hộ chung Cư Thanh Hà Mường Thanh, 2,45 tỷ, 67m2, đẹp, nhiều tiện ích",Căn hộ chung cư,Hà Đông,2.0,2.45,67.0
"Bán chung cư mini, 50m2, 12,6 tỷ tại Mạc Thị Bưởi, Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Nhà,Hai Bà Trưng,9.0,12.6,50.0
Bán căn hộ 3pn giá tốt nhất ngoại giao đoàn - view đại sứ quán hàn quốc,Căn hộ chung cư,Bắc Từ Liêm,3.0,10.5,113.3
"Chính chủ bán nhà tập thể Nguyễn Thái Học, Nguyễn Khuyến, 80m2, 2PN, 2WC, ô tô đỗ cửa, nhà đẹp",Căn hộ chung cư,Đống Đa,2.0,4.55,80.0
"Trương Định, Hoàng Mai. DT 30m² x 5 tầng, MT 4,6m, giá 6,85 tỷ. Nhà mới, ngõ nông, ba mặt thoáng.",Nhà,Hoàng Mai,3.0,6.85,30.0
"Tòa 8 tầng phân lô Lê Văn Lương 95m2 MT 6m 59.5 tỷ, vỉa hè ô tô tránh 2 thoáng",Nhà,Thanh Xuân,8.0,59.5,95.0
"Anh Cường, chị Thắm bán căn hộ ở Rose Town! Chuẩn giá 3 tỷ thu net. HĐMB chờ sổ. Lh[phone_number]",Căn hộ chung cư,Hoàng Mai,2.0,3.0,53.0
Giá chỉ từ 3 tỷ/căn 100% căn hộ cao cấp Galia chiết khấu cao 19% đảm bảo giá và chính sách tốt nhất,Căn hộ chung cư,Hoàng Mai,3.0,8.2,100.0
"Nhà phố Lương Khánh Thiện vị trí vip, thoáng mát, sổ đỏ vuông vắn, giá chỉ 6,95 tỷ",Nhà,Hoàng Mai,4.0,6.95,30.0
"Bán nhà Nguyễn Chí Thanh, 40m2x4 tầng, 5 ngủ, ngõ thông, gần phố. 8 tỷ",Nhà,Đống Đa,5.0,8.0,40.0
Chủ nhà cần bán liền kề Splendora giá rẻ nhất khu đô thị,Biệt thự/Nhà liền kề,Hoài Đức,5.0,25.0,129.0
"Top 5 căn hộ 3PN2WC đáng mua nhất N01T8 Ngoại Giao Đoàn - view nội khu - view hồ, tầng trung - cao",Căn hộ chung cư,Bắc Từ Liêm,3.0,11.7,130.0
"Bán căn hộ 2PN tại The Charm An Hưng, 5,3 tỷ, 72m2",Căn hộ chung cư,Hà Đông,2.0,5.3,72.0
"Bán căn hộ góc 90m2, 3pn 2vs sđcc 4,3 tỷ tại toà Hemisco KĐT Xa La, Phúc La, Hà Đông, Hà Nội",Căn hộ chung cư,Hà Đông,3.0,4.3,90.0
"Bán Gấp nhà cầu Diễn phường Minh khai, 32m2 x 6 tầng thang máy ô tô đỗ cổng",Nhà,Bắc Từ Liêm,3.0,7.6,32.0
"Cực hiếm Đồng Mai - HĐ. Đường Oto 35m2*5T, 3PN. Gần vành đai 4, QL6. Giá hấp dẫn 3,2 tỷ",Nhà,Hà Đông,1.0,3.2,35.0
Căn góc đón đầu đường Nguyễn Văn Huyên kéo dài siêu đẹp 3PN 2WC. LH,Căn hộ chung cư,Cầu Giấy,3.0,9.0,130.0
"Bán nhà 5T Giang Biên, 1 nhà ra oto tránh, gần hồ, trường chợ chỉ nhỉnh 5 tỷ 450 còn tl",Nhà,Long Biên,3.0,5.45,30.0
"Mở Bán Quĩ 22 Căn Cuối Cùng Trực Tiếp CĐT Vin Cổ Loa Căn 63m, 75m, 80m, 103m giá bán nhỉnh 19tỷ",Biệt thự/Nhà liền kề,Đông Anh,5.0,19.0,63.0
"Bán căn hộ 3PN, 2WC, 7 tỷ VND, 90m2 tại An Bình City, Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",Căn hộ chung cư,Bắc Từ Liêm,3.0,7.0,90.0
"Chính chủ bán căn 58m 2 ngủ 1wc tòa TTTM Xa La - nhà đẹp sạch sẽ, sổ hồng ở ngay, giá chỉ 2.65 tỷ",Căn hộ chung cư,Hà Đông,2.0,2.65,58.0
"Bán gấp NR 4PN 4WC tại Mỗ Lao, 6,5 tỷ, 33m2, pháp lý đầy đủ",Nhà,Hà Đông,4.0,6.5,33.0
Chính chủ cần bán căn hộ Vinhomes Smart - Diện tích 80.5m2 - 6ty15 bao phí,Căn hộ chung cư,Nam Từ Liêm,3.0,6.15,80.5
"Bán nhà dân Phú Đô, Nam Từ Liêm, 36m2 x 5 tầng, 6 phòng ngủ, gần sân Mỹ Đình, giá 7.2 tỷ",Nhà,Nam Từ Liêm,6.0,7.2,36.0
"Phân Lô Thanh Xuân, Hạ Đình, hai mặt tiền, ô tô tránh, kinh doanh, 56m, 4 tầng, giá 16.5 tỷ.",Nhà,Thanh Xuân,4.0,16.5,56.0
"Bán nhà riêng tại Minh Khai, 5,1 tỷ, 31m2, 2PN, 2WC, giá ưu đãi",Nhà,Hai Bà Trưng,2.0,5.1,31.0
Bán nhà phố Hào Nam - hàng xóm cán bộ cao cấp - vừa ở vừa kinh doanh,Nhà,Đống Đa,8.0,15.8,58.0
"Bán nhà Nguyễn Khang-Cầu Giấy-nhà xây 5 tầng-DT 38m2 mặt tiền rộng 5,2m-2 mặt thoáng giá nhỉnh 7 tỷ",Nhà,Cầu Giấy,3.0,7.2,38.0
"Bán nhà căn góc 38m2x5T, thang máy, kinh doanh,Hà Đông, Hà Nội, giá siêu rẻ 7,05 tỷ,",Nhà,Hà Đông,4.0,7.05,35.0
"Chủ chuyển công tác bán gấp nhà phố Ngọc Thụy 32m2 x 4 tầng đủ công năng, gần hồ điều hòa",Nhà,Long Biên,3.0,4.96,32.0
"Bán nhà ngã tư văn phú 5 tầng, thang máy, full đồ, 50m2 giá nhỉnh 8 tỷ",Nhà,Hà Đông,4.0,8.0,50.1
"Bán LK Việt Kiều Châu Âu - Nguyễn Văn Lộc Mỗ Lao, Plo, View Hồ, KD, thang máy 60m2*5T, mặt tiền 6m",Biệt thự/Nhà liền kề,Hà Đông,4.0,24.0,60.0
Bán nhà phân lô Xuân La - 5 tầng - ô tô vào nhà - ở ngay,Nhà,Tây Hồ,4.0,12.2,35.0
Em cần bán biệt thự Dương Nội DT 225m 5 tầng MT 10m giá 54ty,Biệt thự/Nhà liền kề,Hà Đông,5.0,54.0,225.0
"Bán căn hộ Studio Tân Hoàng Minh D'. El Dorado, 33m2, full đồ đẹp, giá 3 tỷ 6, bao phí, view Hồ Tây",Căn hộ chung cư,Tây Hồ,1.0,3.6,33.0
"CH 85m - 2N 2VS-4 tỷ Cc Vinaconex 7-Nguyễn Văn Giáp full nội thất đẹp, tầng trung, mát:",Căn hộ chung cư,Nam Từ Liêm,2.0,4.0,85.0
"Cực hiếm! Kim Mã Lô góc, 2 thoáng, ngõ nông, cách phố Kim Mã 10 m, MT rộng, nhà dân xây 52m2 5 T",Nhà,Ba Đình,5.0,9.3,52.0
"Chính chủ bán căn hộ 3PN 2WC tại tòa E1 Ciputra, liên hệ xem nhà [phone_number]",Căn hộ chung cư,Tây Hồ,3.0,9.45,123.0
Chính chủ bán nhà văn cao ba đình-mua 1 tặng 2,Nhà,Ba Đình,5.0,11.2,52.0
"Bán nhà Đại Kim - Hoàng Mai nhà đẹp - ở ngay - ngõ nông - ngõ oto - 4 tầng - 40m2 - giá 7,x tỷ",Nhà,Hoàng Mai,4.0,7.75,40.0
"Bán nhà 5 tầng Ngọc Thụy, diện tích 31m2, cách mặt đê 100m, giá hơn 6 tỷ",Nhà,Long Biên,3.0,6.0,31.0
"Bán nhà Phương Mai, 10,3 tỷ DT: 44m2 có thang máy, 10m ô tô tránh, trước nhà 2m, ngõ rộng thoáng",Nhà,Đống Đa,3.0,10.3,44.0
"Bán nhà mặt phố Trần Vỹ, Cầu Giấy, Hà Nội, 51 tỷ, 80m2, 8 tầng, nhiều tiện ích (TL trực tiếp)",Nhà,Cầu Giấy,5.0,51.0,80.0
"Trần Quốc Hoàn, Cầu Giấy phân lô ô tô vào nhà 5 tầng thang máy, giá tốt nhất khu vực",Nhà,Cầu Giấy,7.0,17.15,50.0
Nhỉnh 1 tỷ - căn 2 ngủ ngày đại học Thương Mại - nhà khá mới - đẹp,Căn hộ chung cư,Cầu Giấy,2.0,1.85,40.0
Chính chủ gửi bán căn phân lô vạn phúc ba đình. 50m2 5tầng 5m mặt tiền.,Biệt thự/Nhà liền kề,Ba Đình,5.0,34.5,50.0
Him Lam Vạn Phúc - lô đẹp nhất khu - 2 mặt đường ô tô tránh,Biệt thự/Nhà liền kề,Hà Đông,6.0,37.5,91.0
"Bán nhà giữa chợ, mặt tiền 4,5m, 6T thang máy, Kim Giang, Hoàng Mai",Nhà,Hoàng Mai,4.0,14.3,53.0
"Bán căn hộ chung cư tại tòa r2 - kđt goldmark city, 78m2, 2pn + 2wc, tầng trung view đẹp, 5.98 tỷ",Căn hộ chung cư,Bắc Từ Liêm,2.0,5.98,78.0
Hào nam _nhà vị trí đẹp trung tâm _ tầm tài chính cực hiếm nhà bán _20m ra ô tô tránh,Nhà,Đống Đa,3.0,7.5,36.0
Nhà mới đẹp Phương Canh - Nội thất xịn sò - 2 thoáng,Nhà,Nam Từ Liêm,3.0,5.7,32.0
Bán nhà thái thịnh - thái hà ngõ thông ô tô tránh 55m 5 tầng giá 25.9 tỷ,Nhà,Đống Đa,4.0,25.9,55.0
BÁN CĂN HỘ TOÀ CT4B X2 BẮC LINH ĐÀM Diện tích: 68m Thiết kế: 2 phòng ngủ 2 vệ sinh Nhỉnh 4 tỷ,Căn hộ chung cư,Hoàng Mai,2.0,4.4,68.0
Chỉ 4.1 tỷ sở hữu căn 2PN - 2VS tầng trung toà B1 Phương Đông Green Park - SHCC - full nội thất,Căn hộ chung cư,Hoàng Mai,2.0,4.1,52.0
"Bán nhà ngõ 325 Nguyễn Khang DT 35m2 5 tầng giá 7,2 tỷ ngõ thoáng gần phố",Nhà,Cầu Giấy,3.0,7.2,35.0
"Rẻ nhất Vinhomes OceanPark, căn 2n1w giá chỉ còn 2ty835, sẵn nội thất , sẵn sổ trao tay",Căn hộ chung cư,Gia Lâm,2.0,2.84,56.6
"Chính chủ bán căn 2 p ngủ 2wc, DT 66m2 toà HH1B Linh Đàm, Hoàng Mai. Giá 2,460 tỷ. LH [phone_number]",Căn hộ chung cư,Hoàng Mai,2.0,2.46,67.0
BÁN NHÀ PHÂN LÔ Ô TÔ TRÁNH TRUNG TÂM BA ĐÌNH NGÕ THÔNG KINH DOANH 48m 5 tầng chào 15.3 tỷ (ctl),Nhà,Ba Đình,3.0,15.3,48.0
Bán CCMN 70m2 ở Cầu Giấy dòng tiền 100tr/tháng - PCCC đạt chuẩn,Nhà,Cầu Giấy,20.0,19.9,70.0
"Bán nhà phân lô phố Hoàng Mai, thang máy, ô tô vào nhà, kinh doanh văn phòng",Nhà,Hoàng Mai,4.0,18.0,50.0
"Chính chủ gửi bán căn hộ 120m2, tầng 7 dự án Khai Sơn, giá 7.05 tỷ",Căn hộ chung cư,Long Biên,3.0,7.05,120.0
"Bán nhà phân lô, lô góc, ngõ ô tô tránh kinh doanh sầm uất Hồ Tùng Mậu - Doãn Kế Thiện",Nhà,Cầu Giấy,4.0,24.5,60.3
"Bán gấp chung cư The Charm An Hưng 75m2, 2PN, 2WC tại 5,5 tỷ rẻ nhất dự án",Căn hộ chung cư,Hà Đông,2.0,5.5,75.0
"Độc quyền! Chùa Bộc, thang máy, ngõ thông, 5m ra ô tô, nhà mới, khu vực dân trí cao ở luôn",Nhà,Đống Đa,4.0,8.9,50.0
"(Gía chuẩn) Bán căn 2N2WC 85m2 giá 5,75tỷ nội thất cơ bản chung cư STAR TOWER",Căn hộ chung cư,Thanh Xuân,2.0,5.75,85.0
"Siêu đẹp- hiếm, lai xá hoài đức - 35m- 5tầng, 5.200",Nhà,Hoài Đức,3.0,5.2,35.0
Rẻ hơn thị trường 15% đón đầu sóng SUN GROUP quỹ căn đẹp giá rẻ HUD Mê Linh. LH: [phone_number] zalo,Biệt thự/Nhà liền kề,Mê Linh,4.0,16.4,300.0
Bán nhà định công thượng - nhà mới xây đẹp - ngõ oto - di chuyển thuận tiện - ở sướng,Nhà,Hoàng Mai,2.0,3.6,32.0
"Bán nhà phân lô Mễ Trì, DT 55m2 x 5 tầng, MT 4.5m, vỉa hè, ô tô tránh, KD sầm uất. Hơn 20 tỷ tl",Nhà,Nam Từ Liêm,4.0,24.0,55.0
"Bán nhà mặt phố nguyễn văn lộc hà đông phân lô vỉ hè 6m kinh doanh dt 46m*3t*3,5mt :16,6 tỷ có tl",Nhà,Hà Đông,3.0,16.6,46.0
Bán nhà riêng phố thái hà quận đống đa - 5 tầng thang máy ngõ thông - chào giá 16.9 tỷ có tl.,Nhà,Đống Đa,4.0,16.9,43.0
(Đẳng cấp) mặt phố Thái Hà giá trị xứng tầm,Nhà,Đống Đa,4.0,25.0,54.0
"Bán nhà Nguyễn Chí Thanh, ô tô tránh, vào nhà, ngõ nông gần phố 46m2 x 5T x Mt 4,2m giá 15,7 tỷ TL",Nhà,Đống Đa,5.0,15.7,46.0
Bán căn TT đẹp ngõ 2 Phương mai sổ riêng 35m2 thực tế 75m2 đủ công năng mới đẹp giá bán nhỉnh 3 tỷ,Căn hộ chung cư,Đống Đa,2.0,3.6,70.0
Siêu phẩm mặt ngõ phân lô phố kim đổng 50mx5t-vỉa hè rộng -kinh doanh đỉnh-gía 17.3 tỷ,Nhà,Hoàng Mai,5.0,17.3,50.0
Trung tâm Đống Đa - vài bước chân ra mặt phố Hào Nam cực hiếm - chủ xây tâm huyết,Nhà,Đống Đa,4.0,9.55,38.0
Nhanh tay có ngay nhà phố Nguyễn Tuân phân lô ô tô ở siêu đỉnh có gara kinh doanh DT 65m2*5 Tầng,Nhà,Thanh Xuân,3.0,19.0,65.0
"Bán gấp nhà Cầu Diễn Từ Liêm 50m2, 2 tầng MT 5.5m, 6.9 tỷ siêu hiếm",Nhà,Bắc Từ Liêm,4.0,6.9,50.0
Bán nhà bạch mai 5 tầng đẹp ngõ rộng gần ô tô-40m 5 tầng- 6t5,Nhà,Hai Bà Trưng,3.0,6.5,40.0
"Bán nhà riêng tại Hồ Tùng Mậu, Phú Diễn, Bắc Từ Liêm, Hà Nội, 7,95 tỷ, 35m2",Nhà,Bắc Từ Liêm,3.0,7.95,35.0
"Bán 2PN + 1WC, DT: 54,2m² giá 3.56 tỷ, full đồ, sẵn sổ, BC Đông Nam tòa S2 Vinhomes Smart City",Căn hộ chung cư,Nam Từ Liêm,2.0,3.56,54.2
"Bán nhà 5 tầng, 6 phòng ngủ, mặt tiền 5,3m tại Mậu Lương, Hà Đông, diện tích 78m2, giá 10 tỷ, thương lượng",Nhà,Hà Đông,6.0,10.0,78.0
Tổng hợp quỹ căn 2n-3n view hồ vip -giá rẻ nhất thị trường- chiết khấu cao- quà tặng hấp dẫn,Căn hộ chung cư,Gia Lâm,2.0,4.0,68.0
"Bán nhà 3 tầng Lạc Thị Ngọc Hồi. Ô tô đỗ cửa 60m2, giá chỉ 5.X tỷ",Nhà,Thanh Trì,2.0,5.5,60.0
Bán nhanh nhà đẹp - Bạch Mai - DT 46 m2 - MT 5.4m - 4 tầng,Nhà,Hai Bà Trưng,4.0,8.1,46.0
"Thái Hà, Đống Đa. DT 63m² x 5 tầng, MT 6,6m, giá 20 tỷ. Gara ô tô, ngõ thông.",Nhà,Đống Đa,4.0,20.0,63.0
"Bán nhà Phú Đô, 33m2x5 tầng, gần phố, 3 ngủ, full nội thất. 6.5 tỷ",Nhà,Nam Từ Liêm,3.0,6.5,33.0
"Chính chủ cắt lỗ căn 2 ngủ 72m2, 2 vệ sinh rẻ hơn CĐT 100tr tháp A Charm An Hưng- [phone_number]",Căn hộ chung cư,Hà Đông,2.0,5.7,72.0
"Bán liền kề, biệt thự ĐL - SL tại dự án Vinhomes Wonder City cơ hội đầu tư vàng khó lặp lại",Biệt thự/Nhà liền kề,Đan Phượng,5.0,22.08,96.0
Bán nhà Yên Hòa - Cầu Giấy - nhà 6 tầng thang máy - nội thất đầy đủ- ngõ nông rộng- giá nhỉnh 9 tỷ,Nhà,Cầu Giấy,4.0,9.4,38.0
"Bán nhà 5 tầng, diện tích 45m2 tại ngõ 663 Trương Định, ô tô đỗ cửa, gần chợ, siêu thị, tiện ích đầy đủ",Nhà,Hoàng Mai,5.0,10.0,45.0
Mặt tiền 9m - trục chính MP kinh doanh - dòng tiền kinh doanh đỉnh,Biệt thự/Nhà liền kề,Hà Đông,6.0,37.5,139.0
"Bán NR 3PN, 3VS, 41m2, 8,6 tỷ tại Bồ Đề, Long Biên, Hà Nội, Chính chủ",Nhà,Long Biên,3.0,8.6,41.0
"Chính chủ cần bán căn hộ 66m2, tầng 6 tòa CT2B Thạch Bàn - full đồ - 3,7 tỷ",Căn hộ chung cư,Long Biên,2.0,3.7,66.0
Chuyển nhượng nhà liền kề phân lô Bắc Hà ngõ 6 Nguyễn Văn Lộc - Làng Việt Kiều Châu Âu,Biệt thự/Nhà liền kề,Hà Đông,3.0,16.3,43.0
"Bán căn hộ CC Amber Riverside, Minh Khai, 5,9 tỷ, 75m2, 2PN, 2WC, hàng hiếm tại Hai Bà Trưng, HN",Căn hộ chung cư,Hai Bà Trưng,2.0,5.9,75.0
"Bán nhà cổ nhuế - ngõ oto vào nhà, 2 thoáng trước sau, 45m2 5, mt 3.6m, ở & kinh doanh - giá 10 tỷ",Nhà,Bắc Từ Liêm,4.0,10.0,45.0
"Bán CH 2PN, 2WC, 60m2 tại Đại Thanh, 2,73 tỷ, đẹp, nhiều tiện ích",Căn hộ chung cư,Thanh Trì,2.0,2.73,60.0
"CẦU GIẤY_ngõ nông_ cach oto 30m_50m _4 tầng_ thoáng_ chỉ 11,6tỷ",Nhà,Cầu Giấy,4.0,11.6,50.0
"Bán gấp CHCC 109m2 3PN 2WC The Nine, 9 Phạm Văn Đồng, hướng mát giá tốt, slot ôtô, SĐCC, nhỉnh 10tỷ",Căn hộ chung cư,Cầu Giấy,3.0,10.56,109.0
"Bán tòa nhà MP Miếu Đầm. DT 75m2 x 8T + Hầm, Mt 5,3m. Thang Máy.Đối diện KS Mariott. Giá 47 tỷ.",Nhà,Nam Từ Liêm,4.0,47.0,72.0
"Chung cư 151 Nguyễn Đức Cảnh, tầng trung, 3PN, 2VS, full đồ, ở ngay, sổ CC 84m",Căn hộ chung cư,Hoàng Mai,3.0,5.35,84.0
(Căn hoa hậu Goldmark). Gia chủ muốn nhượng lại căn 2 phòng ngủ - Goldmark,Căn hộ chung cư,Bắc Từ Liêm,2.0,5.86,83.0
"Bán nhà lô góc Xuân Thủy, Cầu Giấy, 42m², 4 tầng, ô tô vào nhà gần các trường ĐH lớn giá 12,8 tỷ",Nhà,Cầu Giấy,4.0,12.8,42.0
Bán nhà Hà Trì 31m2/6 tầng - ngõ rộng - chỉ 6.2tỷ - Tiện ích phố Bà Triệu,Nhà,Hà Đông,3.0,6.2,31.0
"Bán nhà mặt phố Thành Trung/Trâu Quỳ 5 tầng thang máy, 90m2 đường 30m siêu kinh doanh",Nhà,Gia Lâm,5.0,37.0,90.0
LẠC LONG QUÂN 50M - 6TẦNG THANG MÁY HX PHỐ ĐI BỘ - MẶT NGÕ KD - 3 ÔTÔ TRÁNH - LÔ GÓC - VIEW HỒ TÂY,Nhà,Tây Hồ,5.0,27.5,50.0
